,company_name,company_type,company_loc,company_size,job_name,job_salary,edu_level,emp_type,company_score,No
338,中国人民保险集团,国企,北京,500-999人,数据分析岗,校招,硕士,校园,304.0,339.0
339,OPPO,民营,深圳,10000人以上,数据分析师,校招,本科,校园,304.0,340.0
340,中邮消费金融,合资,广州,500-999人,风险政策岗（数据分析）,校招,本科,校园,304.0,341.0
341,南京天溯,民营,南京,500-999人,软件工程师-数据分析,校招,本科,校园,304.0,342.0
342,金科服务,民营,重庆-江北区,10000人以上,租售数据分析,校招,本科,校园,304.0,343.0
343,四维图新,国企,北京,500-999人,引擎与平台开发工程师,校招,,校园,304.0,344.0
344,四维图新,国企,北京,500-999人,大数据分析师,校招,,校园,304.0,345.0
345,四维图新,国企,北京,500-999人,数据分析师,校招,,校园,304.0,346.0
346,四维图新,国企,上海,500-999人,数据分析师,校招,,校园,304.0,347.0
347,四维图新,国企,北京,500-999人,GIS开发工程师,校招,,校园,304.0,348.0
348,佛山市承林家具有限公司,民营,佛山,1000-9999人,ETL开发/BI工程师,15K-20K,大专,全职,304.0,349.0
349,深圳市法本信息技术股份有限公司,上市公司,上海-长宁区,1000-9999人,高级java开发工程师,15K-30K,本科,全职,304.0,350.0
350,上海艾杰飞人力资源有限公司,外商独资,上海,100-499人,情报开发担当(编号105427) 日语英语必须,6K-11K,本科,全职,304.0,351.0
351,北京翡翠教育科技集团有限公司,民营,北京,1000-9999人,C语言开发,4K-6K,不限,全职,304.0,352.0
352,纬创软件 (武汉),港澳台公司,武汉,1000-9999人,数据分析与数据挖掘工程师,10K-15K,本科,全职,304.0,353.0
353,亚信科技(中国)有限公司,民营,南京-雨花台区,10000人以上,数据挖掘工程师-合肥-南京-西安,15K-20K,本科,全职,303.864,354.0
354,博奥生物集团有限公司,国企,北京-昌平区,1000-9999人,生物信息分析师（健康科学研究院）,10K-15K,硕士,全职,303.644,355.0
355,重庆格洛博电子商务有限公司,民营,广州-天河区,100-499人,商品开发主管,8K-10K,本科,全职,303.12,356.0
356,东信北邮信息技术有限公司,国企,南昌,500-999人,数据库开发工程师,7.5K-12K,本科,全职,303.08,357.0
357,深圳市锦航国际货运代理有限公司宁波分公司,股份制企业,宁波,20-99人,跨境电商（速卖通/ebay）业务专员/助理 ,4.5K-9K,大专,全职,303.02167,358.0
358,福州网乐网络科技有限公司,民营,福州,100-499人,电商运营专员,4K-8K,本科,全职,302.6553,359.0
359,恒安嘉新(北京)科技股份公司,民营,广州,500-999人,高级大数据分析工程师,15K-25K,本科,全职,302.636,360.0
360,广州棒谷科技股份有限公司,民营,广州-白云区,1000-9999人,产品开发专员（亚马逊）,4K-8K,本科,全职,302.4,361.0
361,松下信息系统（上海）有限公司 无锡分公司,外商独资,无锡,100-499人,高级软件工程师（大数据）,8K-10K,本科,全职,302.32,362.0
362,厦门亿力吉奥信息科技有限公司,国企,福州,500-999人,大数据开发工程师,10K-15K,本科,全职,302.32,363.0
363,广州棒谷科技股份有限公司,民营,广州,1000-9999人,产品开发主管,8K-12K,大专,全职,301.68,364.0
364,苏州牧天动力机械有限公司,民营,苏州,20-99人,产品经理,5K-6K,大专,全职,301.66983,365.0
365,广东心灯文化旅游有限公司,民营,广州,20-99人,旅游管理岗,6K-8K,本科,全职,300.88,366.0
366,杭州鑫闰网络科技有限公司,股份制企业,杭州,100-499人,python运维开发实习,6K-8K,大专,全职,300.588,367.0
367,广州思璞网络科技有限公司,其它,广州,20-99人,H5游戏后端开发工程师,8K-16K,大专,全职,300.428,368.0
368,四川淘金你我信息技术有限公司,民营,洛阳-洛龙区,100-499人,诚聘云和大数据筛选客服,3K-5K,中专,全职,300.368,369.0
369,大连摩比维迪视频系统有限公司,民营,大连,100-499人,Java开发工程师（2018届)-智慧云生态,4.5K-6K,大专,全职,300.0,370.0
370,广州粤嵌通信科技股份有限公司湖南分公司,上市公司,长沙,100-499人,Python 后端开发工程师助理,4K-6K,大专,全职,299.608,371.0
371,上海隆耀网络科技有限公司,民营,杭州,500-999人,数据库开发工程师x,6K-8K,不限,全职,299.332,372.0
372,歌尔股份有限公司,股份制企业,潍坊,10000人以上,软件开发岗(008170),6K-8K,大专,全职,299.0,373.0
373,北京东土科技股份有限公司,民营,北京,100-499人,SAP ABAP内部开发顾问,8K-15K,本科,全职,298.856,374.0
374,上海融铜信息科技有限公司,民营,苏州,100-499人,数据库开发工程师x,6K-8K,不限,全职,298.608,375.0
375,成都每经传媒有限公司,国企,成都,100-499人,Java工程师（大数据处理方向）,10K-20K,本科,全职,298.324,376.0
376,福州咸鱼科技有限公司,民营,福州,20-99人,数据业务助理,4K-6K,大专,全职,298.32,377.0
377,广州银行股份有限公司信用卡中心,国企,广州,1000-9999人,数据分析专家,30K-40K,本科,全职,298.0,378.0
378,广东碧桂园物业服务股份有限公司,民营,佛山,100-499人,数据挖掘工程师,薪资面议,本科,全职,298.0,379.0
379,阿里巴巴集团,合资,杭州,10000人以上,菜鸟-高级Java开发工程师-智能履行平台,薪资面议,本科,全职,298.0,380.0
380,阿里巴巴集团,合资,北京,10000人以上,高德-高级数据技术工程师/专家,薪资面议,本科,全职,298.0,381.0
381,阳光保险集团股份有限公司,股份制企业,北京-通州区,1000-9999人,稽核监察部普惠金融稽核处BI数据分析岗,薪资面议,本科,全职,298.0,382.0
382,阿里巴巴集团,合资,北京,10000人以上,高德-资深数据挖掘工程师/专家,薪资面议,本科,全职,298.0,383.0
383,阿里巴巴集团,合资,其他,10000人以上,淘宝技术部-数据&自然语言处理专家,薪资面议,本科,全职,298.0,384.0
384,阿里巴巴集团,合资,杭州,10000人以上,菜鸟-大数据工程师/专家-履行配送技术部,薪资面议,本科,全职,298.0,385.0
385,广东碧桂园物业服务股份有限公司,民营,深圳,100-499人,数据挖掘工程师,薪资面议,本科,全职,298.0,386.0
386,广东碧桂园物业服务股份有限公司,民营,广州,100-499人,数据挖掘工程师,薪资面议,本科,全职,298.0,387.0
387,亚信科技(中国)有限公司,民营,西安-莲湖区,10000人以上,数据挖掘工程师-合肥-南京-西安,15K-20K,本科,全职,297.26,388.0
388,大连兰巴赫啤酒坊有限公司,民营,成都-成华区,100-499人,店长,6K-8K,大专,全职,297.02454,389.0
389,麒麟远创软件（中国）有限公司南京分公司,外商独资,南京,20-99人,后端工程师,10K-15K,本科,校园,296.7951,390.0
390,大连兰巴赫啤酒坊有限公司,民营,昆明-西山区,100-499人,店长,6K-8K,大专,全职,296.4645,391.0
391,上海怡科信息科技有限公司,民营,合肥,500-999人,大数据工程师,6K-8K,大专,全职,296.0,392.0
392,广州中软职业技能培训有限公司西安分公司,上市公司,西安,10000人以上,数据分析挖掘工程师/实习生  双休,4K-6K,大专,全职,296.0,393.0
393,深圳前海大道金融服务有限公司,民营,深圳-南山区,500-999人,高级数据产品经理,20K-30K,本科,全职,296.0,394.0
394,广州棒谷科技股份有限公司,民营,广州,1000-9999人,外贸产品开发专员,4K-8K,大专,全职,296.0,395.0
395,广州棒谷科技股份有限公司,民营,深圳,1000-9999人,3C产品开发专员,4K-8K,大专,全职,296.0,396.0
396,北京才秀人人科技有限公司01,上市公司,南京,1000-9999人,大数据开发工程师,6K-8K,大专,全职,296.0,397.0
397,北京华信智原教育技术有限公司河南分公司,民营,郑州,1000-9999人,BI大数据分析师,6K-8K,大专,全职,296.0,398.0
398,郑州汇蓝网络科技有限公司,民营,郑州,1000-9999人,中级java开发工程师（上海）,10K-20K,不限,全职,296.0,399.0
399,北京拓普丰联信息工程有限公司,股份制企业,合肥-庐阳区,500-999人,数据分析师,4K-7K,本科,全职,295.956,400.0
400,深圳市源极光科技有限公司,民营,深圳,20-99人,大数据开发工程师（深圳）,8K-12K,大专,全职,295.908,401.0
401,上海怡胜信息科技有限公司,民营,上海,100-499人,大数据工程师,6K-8K,大专,全职,295.452,402.0
402,北京联科博远教育科技有限公司,上市公司,北京,100-499人,银行数据分析师,8K-10K,大专,全职,295.428,403.0
403,包头市包银消费金融股份有限公司,股份制企业,北京,1000-9999人,大数据开发(J10160),15K-30K,本科,全职,295.38,404.0
404,大连兰巴赫啤酒坊有限公司,民营,太原-万柏林区,100-499人,店长,6K-8K,大专,全职,295.37653,405.0
405,上海汉得信息技术股份有限公司,其它,武汉-洪山区,1000-9999人,数据库开发工程师,7K-12K,大专,全职,295.272,406.0
406,恒安嘉新(北京)科技股份公司,民营,北京,500-999人,高级大数据分析工程师,16K-30K,硕士,全职,295.156,407.0
407,南京君合创胜数据科技有限责任公司,民营,长沙,100-499人,数据开发工程师（政企）,8K-14K,本科,全职,295.12,408.0
408,广州安正软件股份有限公司,民营,北京-朝阳区,100-499人,中级数据工程师（ETL）,7K-12K,本科,全职,294.648,409.0
409,上海集钢电子商务有限公司,民营,南京,100-499人,大数据工程师,6K-8K,大专,全职,294.232,410.0
410,文思海辉技术有限公司 Pactera Technology International Limited,外商独资,杭州,10000人以上,数据分析师,薪资面议,本科,全职,294.0,411.0
411,瑞幸咖啡,民营,深圳,1000-9999人,大数据工程师-厦门研发中心,15K-30K,本科,全职,294.0,412.0
412,文思海辉技术有限公司 Pactera Technology International Limited,外商独资,深圳,10000人以上,数据开发工程师,薪资面议,大专,全职,294.0,413.0
413,蓝月亮(中国)有限公司,外商独资,广州,10000人以上,数据平台工程师,10K-18K,本科,全职,294.0,414.0
414,北京华信杰通科技有限公司,民营,重庆,20-99人,大数据开发工程师,6K-8K,本科,全职,294.0,415.0
415,上海银行股份有限公司,股份制企业,上海,10000人以上,风险模型开发岗,薪资面议,本科,全职,294.0,416.0
416,万科企业股份有限公司,民营,上海,1000-9999人,WEB端开发工程师,13K-25K,本科,全职,294.0,417.0
417,郑州致欧网络科技有限公司,民营,郑州,100-499人,产品开发经理（家居类）,7K-10K,本科,全职,293.52,418.0
418,北京国网信通埃森哲信息技术有限公司,国企,北京,100-499人,大数据开发工程师,15K-20K,本科,全职,293.432,419.0
419,大连聚佳信息技术有限公司,民营,大连,100-499人,数据库开发助理/学徒,4K-6K,大专,全职,293.332,420.0
420,上海融铜信息科技有限公司,民营,青岛,100-499人,数据库开发工程师x,6K-8K,不限,全职,293.296,421.0
421,北京汉能光伏投资有限公司,上市公司,深圳,10000人以上,JAVA软件开发高级工程师(028185),20K-30K,本科,全职,293.256,422.0
422,广州安正软件股份有限公司,民营,上海-浦东新区,100-499人,中级数据工程师（ETL）,7K-12K,本科,全职,293.24,423.0
423,瑞幸咖啡,民营,北京-海淀区,1000-9999人,大数据工程师,20K-40K,本科,全职,293.19202,424.0
424,深圳市递四方信息科技有限公司,民营,深圳-宝安区,1000-9999人,数据仓库工程师,13K-25K,大专,全职,292.888,425.0
425,北京诸葛云游科技有限公司,民营,北京,20-99人,用户增长经理,8K-10K,大专,全职,292.7387,426.0
426,深圳环金科技有限公司,民营,深圳,500-999人,应用运维主管,20K-30K,本科,全职,292.71802,427.0
427,北京四维图新科技股份有限公司,上市公司,北京-海淀区,1000-9999人,服务中台开发工程师-YSYB,20K-30K,本科,全职,292.096,428.0
428,中科软科技股份有限公司,股份制企业,乌鲁木齐-新市区,1000-9999人,中高级大数据分析工程师,10K-20K,本科,全职,292.0,429.0
429,北京好车帅帅科技有限公司,民营,北京,1000-9999人,数据分析运营经理,15K-20K,本科,全职,291.5,430.0
430,宸鸿科技(厦门)有限公司,外商独资,泉州-晋江市,10000人以上,材料开发工程师（优秀应届毕业生亦可）,4K-6K,大专,全职,291.2,431.0
431,上海融铜信息科技有限公司,民营,西安,100-499人,数据库开发工程师x,6K-8K,不限,全职,290.736,432.0
432,上海隆耀网络科技有限公司,民营,南京,500-999人,数据库开发工程师x,6K-8K,不限,全职,290.736,433.0
433,广州市科飞特营养健康咨询有限公司,合资,北京,20-99人,数据运维工程师（前端开发),20K-30K,本科,全职,290.172,434.0
434,广州粤嵌通信科技股份有限公司湖南分公司,上市公司,长沙,100-499人,大数据开发工程师实习生,4K-6K,大专,全职,289.848,435.0
435,亚信科技(中国)有限公司,民营,合肥-高新区,10000人以上,数据挖掘工程师-合肥-南京-西安,15K-20K,本科,全职,289.6,436.0
436,无锡点春科技股份有限公司,股份制企业,无锡,20-99人,ETL工程师,10K-15K,本科,全职,289.4338,437.0
437,佛山市完美轩家具有限公司,民营,广州-白云区,100-499人,产品开发（亚马逊）,6K-12K,大专,全职,289.384,438.0
438,环球车享汽车租赁有限公司,国企,上海-嘉定区,1000-9999人,数据分析主管/商业分析主管/产品经理/BI,15K-25K,本科,全职,289.332,439.0
439,上海华钦信息科技股份有限公司,合资,上海,1000-9999人,WEB前端开发工程师（证券行业）,10K-15K,大专,全职,288.932,440.0
440,北京东方国信科技股份有限公司,上市公司,北京-朝阳区,1000-9999人,Java开发工程师(GYHL1zq）,7K-14K,本科,全职,288.772,441.0
441,成都迈思信息技术有限公司,民营,深圳,500-999人,大数据工程师,15K-20K,大专,全职,288.412,442.0
442,中科软科技股份有限公司,股份制企业,北京,1000-9999人,中高级大数据开发工程师,10K-20K,本科,全职,288.0,443.0
443,中科软科技股份有限公司,股份制企业,乌鲁木齐-新市区,1000-9999人,中高级大数据开发工程师,10K-20K,本科,全职,288.0,444.0
444,北京计算机技术及应用研究所,事业单位,北京-海淀区,1000-9999人,Java大数据研发岗,6K-12K,本科,全职,288.0,445.0
445,深圳市康拓普信息技术有限公司,国企,深圳,1000-9999人,数据分析师,15K-20K,本科,全职,288.0,446.0
446,厦门市美亚柏科信息股份有限公司,上市公司,厦门-思明区,1000-9999人,威胁情报&大数据研究,10K-15K,不限,全职,288.0,447.0
447,光大环保(中国)有限公司,外商独资,南京-江宁区,1000-9999人,大数据系统软件开发工程师,薪资面议,本科,全职,288.0,448.0
448,ABB,外商独资,北京,1000-9999人,数据分析研究员(65964820),薪资面议,博士,全职,288.0,449.0
449,浩鲸云计算科技股份有限公司,合资,合肥,1000-9999人,数据分析工程师（智慧交通合肥）,7K-14K,不限,全职,288.0,450.0
450,深圳市乐易网络股份有限公司,民营,深圳,100-499人,数据开发,10K-20K,本科,全职,288.0,451.0
451,河北万方中天科技有限公司,民营,石家庄,100-499人,Java开发工程师（中高级）,6K-10K,大专,全职,288.0,452.0
452,中科软科技股份有限公司,股份制企业,北京,1000-9999人,bi数据工程师,6K-10K,本科,全职,288.0,453.0
453,上海求府企业管理咨询有限公司,民营,上海,20-99人,市场销售,6K-12K,本科,全职,287.47226,454.0
454,陕西纳吉特数据科技有限公司,民营,西安,20-99人,大数据开发工程师,8K-15K,本科,全职,287.448,455.0
455,王力安防科技股份有限公司,民营,杭州,1000-9999人,大数据分析工程师,6K-10K,本科,全职,287.204,456.0
456,北京贷鱼科技有限公司,合资,北京,20-99人,风控建模开发工程师-教育分期行业,15K-20K,本科,全职,287.112,457.0
457,太极计算机股份有限公司,国企,西安,1000-9999人,数据库开发工程师,10K-20K,本科,全职,286.0,458.0
458,北京易诚高科科技发展有限公司,民营,北京-朝阳区,100-499人,高级软件开发工程师,15K-20K,本科,全职,286.0,459.0
459,交通银行太平洋信用卡中心,上市公司,上海,1000-9999人,风险分析经理,10K-15K,本科,全职,285.68,460.0
460,青岛大数据交易中心有限公司,国企,青岛,20-99人,数据分析师,8K-10K,本科,全职,285.6,461.0
461,福州探索网络科技有限公司,民营,福州,20-99人,Java后端开发,8K-13K,大专,全职,285.6,462.0
462,北京汉能光伏投资有限公司,上市公司,北京,10000人以上,大数据研发高级经理(028966),30K-50K,本科,全职,285.428,463.0
463,杭州扬冠网络科技有限公司,民营,杭州,100-499人,人工智能开发双休+五险,4K-6K,大专,全职,285.188,464.0
464,大连兰巴赫啤酒坊有限公司,民营,杭州-拱墅区,100-499人,店长,6K-8K,大专,全职,284.81253,465.0
465,赞同科技股份有限公司,民营,西安,1000-9999人,金融云数据工程师A05,6K-8K,本科,全职,284.752,466.0
466,京东方科技集团,上市公司,北京,10000人以上,大数据平台开发研究员(J16568),20K-30K,硕士,全职,284.58398,467.0
467,山东华科信息技术有限公司,股份制企业,济南-高新区,20-99人,4.5K大数据分析实习生+双休,4K-6K,中专,全职,284.24,468.0
468,成都尼毕鲁科技股份有限公司,股份制企业,北京,100-499人,高级游戏服务器开发,15K-30K,本科,全职,284.0,469.0
469,成都育碧电脑软件有限公司,外商独资,北京,20-99人,前端开发工程师,10K-15K,本科,全职,284.0,470.0
470,美团点评,上市公司,北京,10000人以上,数据分析师-品牌方向,薪资面议,本科,全职,284.0,471.0
471,厦门同步网络有限公司,民营,厦门,100-499人,.Net 后端开发工程师,8K-10K,本科,全职,284.0,472.0
472,河北盛世天昕电子科技有限公司,股份制企业,天津,20-99人,高级数据库开发工程师,3.5K-5K,本科,全职,284.0,473.0
473,虹越花卉股份有限公司,股份制企业,广州-花都区,500-999人,产品开发采购经理,4K-8K,大专,全职,284.0,474.0
474,深圳市贝奈斯信息科技有限公司,民营,深圳-南山区,20人以下,网络推广 facebook产品开发,8K-10K,大专,全职,284.0,475.0
475,国药控股重庆有限公司,国企,重庆,100-499人,信息管理员（IT运营）,4K-6K,大专,校园,283.992,476.0
476,广州粤嵌通信科技股份有限公司湖南分公司,上市公司,长沙,100-499人,大数据开发工程师助理,4K-6K,大专,全职,283.828,477.0
477,上海兆客信息系统有限公司,民营,上海-闵行区,20-99人,项目经理（CRM项目）,10K-20K,本科,全职,283.55786,478.0
478,湖北爱康博为医疗管理有限公司,民营,武汉,100-499人,大数据Java开发工程师,10K-15K,不限,全职,283.504,479.0
479,上海隆耀网络科技有限公司,民营,上海-徐汇区,500-999人,数据库开发工程师,6K-8K,不限,全职,283.456,480.0
480,深圳易速马网络科技有限公司,民营,深圳,20-99人,产品开发经理,10K-20K,大专,全职,283.30402,481.0
481,深圳市勒朗国际贸易有限公司,民营,深圳-龙华新区,20-99人,数据分析主管,12K-18K,本科,全职,283.3,482.0
482,邦邦汽车销售服务(北京)有限公司,股份制企业,北京,100-499人,高级数据分析师,20K-30K,本科,全职,283.272,483.0
483,北京中油瑞飞信息技术有限责任公司,国企,北京-东城区,1000-9999人,数据分析师,10K-20K,本科,全职,283.152,484.0
484,河南省高校新技术有限公司,民营,郑州,20-99人,java高级开发工程师,8K-15K,大专,全职,283.052,485.0
485,飞鹤乳业,民营,北京,1000-9999人,数据开发工程师,8K-10K,本科,全职,283.028,486.0
486,山东道中商业管理有限公司,民营,济南,100-499人,大数据分析实习生5K+双休,5K-7K,大专,全职,282.96,487.0
487,天津市皓智企业管理咨询有限公司,民营,北京,20-99人,大数据架构师,25K-45K,本科,全职,282.888,488.0
488,天津力神电池股份有限公司,其它,天津-西青区,10000人以上,算法开发工程师,8K-15K,本科,全职,282.64,489.0
489,上海融铜信息科技有限公司,民营,成都,100-499人,数据库开发工程师x,6K-8K,不限,全职,282.564,490.0
490,中国信息通信研究院,事业单位,北京,1000-9999人,软件开发工程师2018,10K-15K,本科,全职,282.536,491.0
491,深圳市同和信息技术有限公司,民营,深圳-南山区,100-499人,JAVA开发工程师（互联网银行）,12K-20K,大专,全职,282.492,492.0
492,驭信健康科技(杭州)有限公司,民营,杭州,20-99人,采购经理,5.5K-7K,大专,全职,282.09705,493.0
493,北京龙盾数据有限公司,民营,北京,20-99人,高级数据分析师（研究方向）,10K-20K,本科,全职,282.052,494.0
494,南京一龙工艺服饰有限公司,民营,南京,20人以下,阿里巴巴外贸专员,3K-4K,大专,全职,282.0,495.0
495,杭州合众数据技术有限公司,民营,济南,100-499人,高级JAVA开发工程师(大数据）,6K-12K,大专,全职,281.952,496.0
496,天创软件开发有限公司,民营,上海-浦东新区,20-99人,大数据工程师（高级）,15K-20K,大专,全职,281.508,497.0
497,八九河北网络科技有限公司,股份制企业,石家庄,20-99人,产品助理,3K-6K,本科,全职,281.4618,498.0
498,北京合众伟奇科技有限公司,民营,郑州-中原区,500-999人,大数据技术主管,10K-18K,本科,全职,281.44,499.0
499,北京东润环能科技股份有限公司,股份制企业,北京-海淀区,100-499人,Java资深系统架构工程师,25K-35K,本科,全职,281.3818,500.0
500,深圳市勒朗国际贸易有限公司,民营,深圳,20-99人,数据分析主管,12K-18K,本科,全职,280.8,501.0
501,大连兰巴赫啤酒坊有限公司,民营,沈阳-和平区,100-499人,店长,6K-8K,大专,全职,280.76852,502.0
502,北京中科特瑞科技有限公司,民营,北京,100-499人,研发工程师,6K-8K,本科,全职,280.3203,503.0
503,宜信,民营,芜湖,10000人以上,培训专员,4K-6K,本科,全职,280.25797,504.0
504,北京世纪高通科技有限公司,上市公司,北京-海淀区,100-499人,java开发工程师,10K-18K,硕士,全职,280.084,505.0
505,大连兰巴赫啤酒坊有限公司,民营,大连-中山区,100-499人,店长,6K-8K,大专,全职,280.03653,506.0
506,北京世纪高通科技有限公司,上市公司,北京-海淀区,100-499人,Java开发实习生,4K-6K,硕士,实习,280.0,507.0
507,烟台华莱数据技术有限公司,民营,烟台,20-99人,大数据分析工程师 ,8K-10K,本科,全职,280.0,508.0
508,四川纷知软件开发有限公司,民营,成都,20人以下,php开发工程师（绵阳工作）,4K-8K,不限,全职,280.0,509.0
509,天创软件开发有限公司,民营,上海-浦东新区,20-99人,大数据工程师（中级）,10K-15K,大专,全职,280.0,510.0
510,深圳海天力电子商务有限公司,民营,深圳-龙华新区,100-499人,产品开发 /供应商开发,10K-20K,大专,全职,280.0,511.0
511,河南海融软件有限公司,民营,上海,100-499人,大数据工程师（中级）,10K-15K,大专,全职,279.944,512.0
512,普梅尔森管理咨询(北京)有限公司,股份制企业,北京,20人以下,外资大数据公司-数据仓库开发工程师,20K-30K,本科,全职,279.804,513.0
513,北京中亦安图科技股份有限公司,民营,上海,100-499人,数据分析师,8K-15K,本科,全职,279.788,514.0
514,杭州大搜车汽车服务有限公司,合资,杭州,500-999人,高级数据分析师 08-02-28	,15K-20K,本科,全职,279.748,515.0
515,北京志翔科技股份有限公司,股份制企业,北京,100-499人,电⼒⾏业数据分析⼯程师,10K-20K,本科,全职,279.392,516.0
516,中网数据(北京)股份有限公司,股份制企业,成都,100-499人,高级大数据开发工程师(JAVA),15K-30K,本科,全职,279.144,517.0
517,交科院科技集团有限公司,国企,北京,100-499人,数据运维与应用工程师/DBA,8K-15K,本科,全职,279.068,518.0
518,青岛清控人居数据科技有限公司,国企,青岛-青岛高新技术产业开发区,20-99人,大数据Web前端开发工程师,10K-15K,本科,全职,279.04,519.0
519,民生电商控股(深圳)有限公司,民营,北京-海淀区,500-999人,数据建模分析师,18K-28K,本科,全职,278.872,520.0
520,国泰财产保险有限责任公司,合资,上海,500-999人,数据分析师,20K-30K,本科,全职,278.78,521.0
521,北京硬壳科技有限公司,民营,北京,20-99人,软件研发总监（ TV / 电视盒子 ）,35K-45K,本科,全职,278.7338,522.0
522,北京奇安信科技有限公司,其它,西安,1000-9999人,数据挖掘工程师(000882),15K-20K,本科,全职,278.692,523.0
523,深圳市昂捷信息技术股份有限公司,股份制企业,深圳-南山区,100-499人,数据分析师,6K-12K,本科,全职,278.592,524.0
524,南京绛门信息科技股份有限公司,上市公司,上海-浦东新区,500-999人,java开发工程师,10K-15K,本科,全职,278.36,525.0
525,苏州维众数据技术有限公司,民营,苏州,,大数据软件开发工程师,10K-15K,本科,全职,278.08,526.0
526,河南海融软件有限公司,民营,上海,100-499人,数据库开发工程师,10K-15K,本科,全职,278.04,527.0
527,北京市人才开发中心,事业单位,北京,100-499人,数据分析,6K-8K,本科,全职,277.556,528.0
528,北京合力亿捷科技股份有限公司,上市公司,北京-丰台区,100-499人,BI开发工程师-邮政,12K-18K,本科,全职,277.464,529.0
529,华为技术有限公司,民营,上海,10000人以上,数据应用高级工程师,薪资面议,本科,全职,277.36,530.0
530,大连兰巴赫啤酒坊有限公司,民营,厦门-思明区,100-499人,店长,8K-10K,大专,全职,277.0645,531.0
531,中盈优创资讯科技有限公司,国企,南京,100-499人,数据分析工程师,8K-16K,本科,全职,276.932,532.0
532,温州电兔电子商务有限公司,股份制企业,温州,100-499人,西班牙亚马逊运营（双休+包吃+提供住宿）,6K-10K,本科,全职,276.87625,533.0
533,上海爱数信息技术股份有限公司,民营,上海,500-999人,高级后端开发工程师（python）,10K-20K,本科,全职,276.864,534.0
534,优购科技有限公司,外商独资,深圳-南山区,500-999人,JAVA高级研发工程师(大数据方向),25K-40K,本科,全职,276.80402,535.0
535,北京长久物流股份有限公司,民营,北京,1000-9999人,BI数据经理（上市企业）,15K-20K,本科,全职,276.74,536.0
536,曙光信息产业（北京）有限公司,国企,无锡,1000-9999人,大数据开发工程师,15K-20K,本科,全职,276.668,537.0
537,上海全成通信技术有限公司,合资,上海,100-499人,大数据项目经理,15K-20K,本科,全职,276.56,538.0
538,温州电兔电子商务有限公司,股份制企业,温州,100-499人,速卖通运营,5K-8K,本科,全职,276.55624,539.0
539,北京中发智迅科技发展有限公司,民营,北京,500-999人,php开发工程师,15K-25K,本科,全职,276.324,540.0
540,深圳新河通创科技有限公司,其它,深圳,20-99人,数据工程师,20K-30K,本科,全职,276.0,541.0
541,广州筷子信息科技有限公司,民营,广州-越秀区,100-499人,DP数据分析师（快决测）,6K-10K,本科,全职,276.0,542.0
542,南京烽火星空通信发展有限公司,股份制企业,广州,1000-9999人,数据分析师,8K-16K,本科,全职,276.0,543.0
543,江西电信信息产业有限公司,国企,南昌,100-499人,大数据运维工程师,6K-8K,本科,全职,276.0,544.0
544,三盟科技股份有限公司,上市公司,西安,100-499人,大数据开发工程师,15K-20K,本科,全职,276.0,545.0
545,大连华信计算机技术股份有限公司,合资,北京-朝阳区,1000-9999人,大数据初级开发工程师（北京）,10K-15K,本科,全职,276.0,546.0
546,亿阳信通股份有限公司,民营,北京,1000-9999人,大数据开发工程师,薪资面议,本科,全职,276.0,547.0
547,上海游讯信息科技有限公司,民营,上海,100-499人,数据开发工程师,15K-20K,大专,全职,276.0,548.0
548,深圳第七大道科技有限公司,股份制企业,深圳,500-999人,数据仓库工程师,15K-20K,不限,全职,276.0,549.0
549,深圳市都市交通规划设计研究院有限公司,民营,深圳,100-499人,交通数据分析工程师(深圳总院）,12K-15K,硕士,全职,276.0,550.0
550,深圳市富立国服饰有限公司,民营,深圳-龙岗区,20-99人,产品运营专员,4K-6K,不限,全职,276.0,551.0
551,上海游讯信息科技有限公司,民营,苏州,100-499人,数据开发工程师,15K-20K,大专,全职,276.0,552.0
552,广州棒谷科技股份有限公司,民营,广州,1000-9999人,产品开发主管/经理,8K-15K,大专,全职,276.0,553.0
553,北京右划网络科技有限公司,民营,北京-朝阳区,100-499人,大数据开发工程师,30K-50K,本科,全职,276.0,554.0
554,北京佳讯飞鸿电气股份有限公司,上市公司,北京,100-499人,大数据分析工程师,15K-20K,硕士,全职,276.0,555.0
555,立信会计师事务所深圳分所,民营,深圳,1000-9999人,java高级开发工程师,15K-25K,本科,全职,276.0,556.0
556,深圳市德科信息技术有限公司广州分公司,股份制企业,广州,1000-9999人,大数据开发（双休+6险1金+报表）,8K-11K,本科,全职,276.0,557.0
557,深业商业管理(深圳)有限公司,国企,深圳,100-499人,移动开发工程师,30K-50K,本科,全职,276.0,558.0
558,凯泰铭科技(北京)有限公司,股份制企业,北京,100-499人,大数据架构师,20K-40K,大专,全职,276.0,559.0
559,北京全综网络科技有限公司,民营,北京,20-99人,大数据开发工程师,20K-30K,本科,全职,275.948,560.0
560,邮电国际旅行社,国企,北京,1000-9999人,产品运营,6K-8K,本科,全职,275.4067,561.0
561,天津康林德医药科技有限公司,民营,天津,20-99人,数据挖掘分析师,6K-8K,硕士,兼职,275.204,562.0
562,天津新能再生资源有限公司,民营,天津,500-999人,市场调研员,4K-6K,大专,全职,275.16968,563.0
563,河北盛世天昕电子科技有限公司,股份制企业,北京,20-99人,高级数据库开发工程师,3.5K-5K,本科,全职,275.012,564.0
