,company_name,company_type,company_loc,company_size,job_name,job_salary,edu_level,emp_type,company_score,No
1107,青岛澳西卡网络科技有限公司,民营,青岛,100-499人,卖场运营经理（跨境新零售方向）,10K-15K,本科,全职,188.09601,1108.0
1108,北京格锐特教育咨询有限责任公司,民营,北京,20人以下,网络运营主管,6K-8K,大专,全职,188.0,1109.0
1109,北京携成信息咨询有限公司,合资,北京,20-99人,网络运营主管,4K-6K,不限,全职,188.0,1110.0
1110,重庆卓睿信息技术有限公司西安分公司,上市公司,西安,10000人以上,ATL（消费类电池业务）-电池测试工程师,4K-6K,大专,全职,188.0,1111.0
1111,沈阳信达思顺教育科技有限公司,民营,沈阳,20-99人,java开发工程师,4K-6K,大专,全职,188.0,1112.0
1112,深圳市艾森智能技术有限公司,民营,深圳,20-99人,大数据工程师,10K-20K,本科,全职,188.0,1113.0
1113,北京百卓网络技术有限公司,民营,北京,100-499人,GA系统网综平台产品经理,10K-20K,本科,全职,187.87201,1114.0
1114,二十一世纪空间技术应用股份有限公司,民营,北京,100-499人,产品经理,8K-16K,硕士,全职,187.54001,1115.0
1115,广州哈奇智能科技有限公司北京分公司,民营,北京,100-499人,DBA工程师,15K-20K,本科,全职,187.392,1116.0
1116,北京摩拜科技有限公司,民营,北京,500-999人,Java软件工程师(001697),20K-30K,本科,全职,187.344,1117.0
1117,山东一道云信息科技发展有限公司,股份制企业,吕梁,100-499人,大数据讲师,6K-8K,本科,全职,187.332,1118.0
1118,中软国际科技服务有限公司,上市公司,青岛,10000人以上,bi工程师,薪资面议,大专,全职,186.868,1119.0
1119,金正大生态工程集团股份有限公司,民营,临沂,10000人以上,渠道专员开拓市场,4K-8K,大专,全职,186.676,1120.0
1120,北京四农融智咨询顾问有限公司,民营,北京,20-99人,商务部运营主管,6K-8K,本科,全职,186.4,1121.0
1121,交银企业管理服务(上海)有限公司,其它,上海-浦东新区,1000-9999人,特殊业务专员,6K-8K,本科,全职,186.0,1122.0
1122,中软国际科技服务有限公司,上市公司,深圳-南山区,10000人以上,【腾讯】运营专员（外包）,薪资面议,本科,全职,186.0,1123.0
1123,中软国际科技服务有限公司,上市公司,深圳,10000人以上,产品支持（CRM系统）,薪资面议,大专,全职,186.0,1124.0
1124,贝壳找房,民营,北京,1000-9999人,CA产品中心,15K-20K,本科,全职,186.0,1125.0
1125,北京四农融智咨询顾问有限公司,民营,北京,20-99人,网络运营主管,4K-6K,不限,全职,185.896,1126.0
1126,北京东方国信科技股份有限公司,上市公司,北京,1000-9999人,Java/C++算法工程师（GY1zq）,10K-20K,本科,全职,185.756,1127.0
1127,上海艾杰飞人力资源有限公司,外商独资,广州,100-499人,营业高级担当(编号105432) 日语英语必须,5.6K-8.1K,本科,全职,185.6,1128.0
1128,清华大学深圳研究生院,事业单位,深圳,500-999人,能源电力大数据分析工程师,10K-15K,硕士,全职,185.44,1129.0
1129,新奥集团股份有限公司,民营,上海,10000人以上,测试助理工程师,6K-8K,本科,全职,185.32,1130.0
1130,北京尚诚同力品牌管理股份有限公司,上市公司,深圳-南山区,100-499人,产品经理,10K-20K,本科,全职,184.476,1131.0
1131,北京经纬恒润科技有限公司海淀分公司,民营,上海,1000-9999人,WEB后端工程师,10K-20K,本科,全职,184.272,1132.0
1132,广州泽能投资咨询有限公司,民营,广州,20-99人,亚马逊产品开发专员,8K-12K,大专,全职,184.0,1133.0
1133,广东省海洋工程装备技术研究所,事业单位,珠海,20-99人,大数据工程师,10K-16K,大专,全职,184.0,1134.0
1134,南京君合创胜数据科技有限责任公司,民营,广州,100-499人,数据库工程师（广州）,8K-16K,本科,全职,184.0,1135.0
1135,北京信信通教育科技有限公司山西办事处,民营,长治,20-99人,大数据软件工程师,15K-20K,本科,全职,184.0,1136.0
1136,北京基石生命科技有限公司,股份制企业,北京,100-499人,生信工程师-科研,9K-12K,博士,全职,182.544,1137.0
1137,苏州帕诺米克生物医药科技有限公司,民营,苏州,20-99人,高级生物信息分析员,4.5K-9K,本科,全职,182.0,1138.0
1138,青岛七星旭游软件有限公司,股份制企业,青岛,20-99人,Python软件开发工程师,10K-15K,本科,全职,182.0,1139.0
1139,郑州市金水区邦成小额贷款有限公司,民营,郑州,100-499人,数据分析（双休+五险一金）,10K-15K,本科,全职,181.84,1140.0
1140,青岛鲸致互动娱乐有限公司,民营,青岛,20-99人,数据分析运营专员,4K-6K,大专,全职,181.74,1141.0
1141,上海真固生物科技有限公司,外商独资,上海,20-99人,生物信息学专员,10K-14K,本科,全职,181.624,1142.0
1142,天津易华录信息技术有限公司,国企,天津,100-499人,大数据架构师,15K-30K,本科,全职,181.44,1143.0
1143,中国恩菲工程技术有限公司,国企,北京,1000-9999人,数字矿山 智能矿山 高级研发工程师,15K-20K,本科,全职,180.824,1144.0
1144,广州粤嵌通信科技股份有限公司湖南分公司,上市公司,长沙,100-499人,Python工程师/讲师,7K-10K,本科,全职,180.64,1145.0
1145,深圳市华斯瑞科技有限公司,民营,深圳-宝安区,20-99人,亚马逊产品开发,6K-10K,大专,全职,180.4,1146.0
1146,清华大学微电子学研究所,其它,北京,100-499人,高级算法工程师,18K-25K,硕士,全职,180.38,1147.0
1147,上海鲁班软件股份有限公司,股份制企业,上海,500-999人,营销副总,20K-40K,本科,全职,180.196,1148.0
1148,上海华钦信息科技股份有限公司,合资,北京,1000-9999人,风控模型建模,10K-20K,本科,全职,180.0,1149.0
1149,SGS通标标准技术服务有限公司,合资,厦门,10000人以上,化学实验室有机测试工程师,4K-5K,本科,全职,180.0,1150.0
1150,成都达内科技有限公司武侯分公司,上市公司,成都,100-499人,项目经理助理（双休+五险一金）,2K-4K,中专,全职,180.0,1151.0
1151,青岛通瑞新能源有限公司,民营,青岛,20-99人,高薪诚聘软件开发工程师（后台）,10K-15K,大专,全职,179.2,1152.0
1152,平安普惠信息服务有限公司江苏分公司,上市公司,南京,10000人以上,平安产品助理（银行、保险、证券、房地产）,6K-8K,大专,全职,179.2,1153.0
1153,恒信大友(北京)科技有限公司,民营,北京-朝阳区,100-499人,算法开发工程师,8K-15K,硕士,全职,178.644,1154.0
1154,金电联行（北京）信息技术有限公司,合资,上海,100-499人,大数据工程师,20K-35K,本科,全职,178.444,1155.0
1155,湖南圣弘信息科技有限公司,上市公司,长沙,1000-9999人,项目经理助理,4K-6K,中专,全职,178.184,1156.0
1156,德昂信息技术(北京)有限公司,民营,北京-朝阳区,20-99人,统计分析数据挖掘实习生,2K-4K,本科,实习,178.0,1157.0
1157,广州诺米品牌管理有限公司,民营,广州,1000-9999人,高级商品运营主管（家居）,10K-15K,本科,全职,178.0,1158.0
1158,卡巴青少儿教育,民营,武汉-洪山区,500-999人,校园招聘经理,8K-10K,本科,全职,177.6,1159.0
1159,库柏(天津)科技有限公司,股份制企业,天津,20-99人,天猫京东电商运营 月薪8000,8K-10K,大专,全职,177.6,1160.0
1160,中国平安人寿保险股份有限公司重庆分公司第三营销服务部,上市公司,重庆,1000-9999人,风控主管 国外游 双休,8K-10K,不限,全职,177.2,1161.0
1161,郑州致欧网络科技有限公司,民营,郑州,100-499人,产品专员（家具类产品）,4K-6K,本科,全职,177.012,1162.0
1162,富士康科技集团,外商独资,深圳,10000人以上,工业互联网工程师,15K-20K,本科,全职,176.16,1163.0
1163,深圳市橙社网络技术有限公司,民营,深圳-南山区,100-499人,数据产品经理,10K-15K,本科,全职,175.508,1164.0
1164,阿里巴巴集团,合资,杭州,10000人以上,口碑-商家平台产品专家-产品中心,薪资面议,本科,全职,175.36,1165.0
1165,北京东方国信科技股份有限公司,上市公司,北京,1000-9999人,知识产权经理（GGSW1wx）,10K-18K,本科,全职,175.28,1166.0
1166,广东和德教育科技股份有限公司,民营,广州,100-499人,JAVA开发工程师（实习生）,2.5K-5K,本科,全职,175.272,1167.0
1167,辽宁智维科技有限公司,民营,乌鲁木齐,20人以下,数据分析师,6K-12K,大专,全职,175.212,1168.0
1168,金宝贝中国早教,外商独资,佛山,10000人以上,市场部专员（佛山金宝贝印象城中心）,4K-6K,大专,全职,175.2,1169.0
1169,浙江朗诗德健康饮水设备股份有限公司,股份制企业,杭州-江干区,500-999人,数据分析师,10K-15K,本科,全职,174.688,1170.0
1170,北京爱迪神州科技有限公司,其它,北京,20-99人,数据挖掘顾问/工程师,20K-30K,本科,全职,174.528,1171.0
1171,北京友聚四海网络科技有限公司,民营,北京-朝阳区,20-99人,大数据平台研发工程师,10K-20K,本科,全职,174.296,1172.0
1172,东信北邮信息技术有限公司,国企,北京-海淀区,500-999人,java研发工程师,5K-10K,本科,全职,174.192,1173.0
1173,北京智明恒石油科技股份有限公司,上市公司,北京,20-99人,大数据开发工程师,8K-15K,本科,全职,174.184,1174.0
1174,江西聚梦实业有限公司,民营,南昌,100-499人,java开发工程师（大数据）,3K-5K,大专,全职,174.0,1175.0
1175,点滴身边网络技术(北京)有限公司,民营,北京,100-499人,数据建模分析师,20K-30K,本科,全职,174.0,1176.0
1176,北京均安科讯技术有限公司,民营,北京,20人以下,数据分析师,6K-12K,大专,全职,174.0,1177.0
1177,北京均安科讯技术有限公司,民营,北京,20人以下,中级数据分析师,4K-8K,大专,全职,174.0,1178.0
1178,昆山君之悦国际旅行社有限公司,民营,昆山,20人以下,市场开发,3.5K-7K,大专,全职,174.0,1179.0
1179,山东华鼎伟业能源科技股份有限公司,民营,烟台-高新区,100-499人,市场数据专员,2K-4K,大专,全职,174.0,1180.0
1180,广州欧妙贸易有限公司,民营,广州,20人以下,Amazon汽配车载用品开发,6K-8K,不限,全职,174.0,1181.0
1181,广州闪趣网络科技有限公司,民营,广州-天河区,20-99人,数据工程师,7K-14K,本科,全职,174.0,1182.0
1182,北京诸葛云游科技有限公司,民营,北京,20-99人,运营专员,8K-10K,大专,全职,174.0,1183.0
1183,大连华钦软件技术有限公司,合资,大连,500-999人,实习java软件开发,4K-6K,本科,全职,174.0,1184.0
1184,西安协力动力科技有限公司,民营,西安,500-999人,软件开发工程师,3.5K-7K,大专,全职,174.0,1185.0
1185,合肥国轩高科动力能源有限公司,其它,合肥-经济技术开发区,1000-9999人,电芯工艺工程师,5K-10K,不限,全职,173.34799,1186.0
1186,宜信,民营,北京,10000人以上,软件工程师(10022751)10022751,4K-6K,不限,全职,172.956,1187.0
1187,国网电子商务有限公司,国企,天津-河东区,500-999人,平台运营部经理,6K-12K,本科,全职,172.228,1188.0
1188,青岛百洋智能科技股份有限公司,民营,青岛,100-499人,BI工程师,8K-14K,本科,全职,172.096,1189.0
1189,南京烽火星空通信发展有限公司,股份制企业,广州,1000-9999人,DBA工程师,10K-18K,本科,全职,172.0,1190.0
1190,广州瀚彬网络科技有限公司,民营,广州,20人以下,服务端开发,10K-15K,大专,全职,172.0,1191.0
1191,弗睿网络科技(广州)有限公司,民营,广州-天河区,100-499人,服装买手,4K-6K,大专,全职,172.0,1192.0
1192,和舰芯片制造(苏州)股份有限公司,外商独资,苏州,1000-9999人,资讯工程师（PIS）,7K-10K,本科,全职,171.44,1193.0
1193,青岛弘乐教育管理咨询有限公司,民营,青岛-市南区,100-499人,商学院运营总监,10K-15K,大专,全职,171.0,1194.0
1194,小熊电器股份有限公司,民营,佛山,1000-9999人,产品经理,9K-15K,本科,全职,170.564,1195.0
1195,阿里巴巴集团,合资,北京,10000人以上,UC事业部 算法机器研发工程师 信息安全方向,薪资面议,本科,全职,170.0,1196.0
1196,金蝶软件（中国）有限公司,上市公司,深圳,1000-9999人,运维工程师-基础架构-KOF2,15K-23K,本科,全职,170.0,1197.0
1197,亚信科技(中国)有限公司,民营,北京,10000人以上,算法工程师,8K-16K,本科,全职,170.0,1198.0
1198,长城汽车股份有限公司,民营,保定,10000人以上,长城皮卡大客户专员,5.5K-8K,本科,全职,169.408,1199.0
1199,广联达科技股份有限公司,民营,北京,1000-9999人,产品经理(005633),15K-20K,本科,全职,169.232,1200.0
1200,优购科技有限公司,外商独资,深圳,500-999人,JAVA高级研发工程师 (BI组),25K-40K,本科,全职,169.124,1201.0
1201,科力远混合动力技术有限公司,民营,佛山,500-999人,动力学仿真岗,10K-15K,本科,全职,168.24,1202.0
1202,北京极致控科技合伙企业(有限合伙),民营,北京,20人以下,高级数据分析师,25K-50K,硕士,全职,168.0,1203.0
1203,广州中软职业技能培训有限公司西安分公司,上市公司,西安,10000人以上,研发实习生/实习生/应届生  双休,4K-6K,大专,全职,168.0,1204.0
1204,北京娜美教育咨询有限公司,民营,北京,20人以下,商务部运营主管,4K-6K,不限,全职,168.0,1205.0
1205,四川淘金你我信息技术有限公司,民营,洛阳-洛龙区,100-499人,电话客服,4K-6K,不限,全职,168.0,1206.0
1206,杭州为简科技有限公司,上市公司,厦门,10000人以上,数据库管理员夏,4K-6K,大专,全职,168.0,1207.0
1207,杭州凌聚网络科技有限公司,民营,金华,100-499人,python人工智能,3.5K-6K,大专,全职,168.0,1208.0
1208,博微太赫兹信息科技有限公司,国企,上海,100-499人,化学研究工程师,12K-20K,博士,全职,167.74,1209.0
1209,深圳海王长健医药有限公司,股份制企业,深圳-南山区,100-499人,实施工程师,6K-8K,本科,全职,167.34799,1210.0
1210,上海凯诘电子商务股份有限公司,民营,上海-徐汇区,500-999人,00244-电商系统运维工程师,8K-13K,大专,全职,167.112,1211.0
1211,北京娜美教育咨询有限公司,民营,北京,20人以下,网络运营主管,8K-10K,不限,全职,166.57199,1212.0
1212,北京中软信科技有限公司,,北京,20-99人,java资深开发工程师,15K-20K,本科,全职,166.5,1213.0
1213,北京中油瑞飞信息技术有限责任公司,国企,北京,1000-9999人,咨询顾问(管理咨询),10K-15K,本科,全职,166.316,1214.0
1214,博微太赫兹信息科技有限公司,国企,上海,100-499人,科研助理（化学方向）,12K-20K,博士,全职,166.316,1215.0
1215,中联重科股份有限公司,合资,长沙,10000人以上,软件工程师,8K-15K,本科,全职,166.152,1216.0
1216,北京汽车集团有限公司,国企,北京,10000人以上,底盘制动总师,薪资面议,本科,全职,166.0,1217.0
1217,华润保险经纪有限公司,国企,深圳-南山区,100-499人,IT高级经理,12K-22K,本科,全职,165.78,1218.0
1218,北京国双科技有限公司,上市公司,广州-天河区,1000-9999人,技术经理-广州团队,25K-35K,本科,全职,165.76,1219.0
1219,江苏新大陆科技股份有限公司,民营,南京,1000-9999人,系统工程师（DBA）,7K-14K,大专,全职,165.716,1220.0
1220,青岛弘乐教育管理咨询有限公司,民营,青岛-市南区,100-499人,运营总经理,10K-15K,大专,全职,165.6,1221.0
1221,北京清数科技发展有限公司,民营,北京,,大数据Python开发工程师（全职/实习）,10K-20K,本科,全职,165.384,1222.0
1222,山西晟盾信用服务有限公司,民营,太原,20-99人,php开发工程师,6K-8K,不限,全职,165.12,1223.0
1223,杭州数云信息技术有限公司上海分公司,股份制企业,上海-徐汇区,100-499人,ETL工程师,10K-15K,大专,全职,164.98,1224.0
1224,深圳市天软科技开发有限公司,民营,上海,20-99人,金融建模,5K-10K,本科,全职,164.772,1225.0
1225,库柏(天津)科技有限公司,股份制企业,天津,20-99人,高级电商经理,8K-10K,本科,全职,164.364,1226.0
1226,北京汉能光伏投资有限公司,上市公司,北京,10000人以上,研发高级经理(028602),20K-30K,本科,全职,164.332,1227.0
1227,北京百迈客生物科技有限公司,民营,北京-顺义区,100-499人,生信研发工程师（基因组）,8K-10K,硕士,全职,164.0,1228.0
1228,哈尔滨中泰鼎信科技有限公司,民营,哈尔滨,20-99人,java开发工程师,6K-8K,本科,全职,164.0,1229.0
1229,中国平安人寿保险股份有限公司重庆分公司第一营销服务部,股份制企业,重庆,10000人以上,风控主管 国外游 双休 年薪30万,10K-15K,本科,全职,163.2,1230.0
1230,深圳尚米网络技术有限公司,民营,深圳,100-499人,市场推广,5K-10K,大专,全职,163.0,1231.0
1231,中国平安人寿保险股份有限公司惠州中心支公司,上市公司,惠州,100-499人,2019届管培生,4K-6K,本科,全职,162.852,1232.0
1232,上海真固生物科技有限公司,外商独资,上海,20-99人,生物信息学主管,15K-17K,硕士,全职,162.668,1233.0
1233,北京航天智造科技发展有限公司,国企,北京-海淀区,100-499人,研发经理/架构师（CMOM产品组）,25K-35K,硕士,全职,162.456,1234.0
1234,上海熊猫机械(集团)有限公司,民营,上海,500-999人,erp实施工程师,10K-15K,大专,全职,162.18,1235.0
1235,北京东方国信科技股份有限公司,上市公司,北京,1000-9999人,Java算法工程师（GYHLW1zq）,10K-20K,本科,全职,162.108,1236.0
1236,上海融创房地产开发集团有限公司,民营,南京-高淳区,10000人以上,销管专员（高淳）,4K-6K,不限,全职,162.0,1237.0
1237,广东美涂士建材股份有限公司,民营,佛山-顺德区,1000-9999人,会员专员,4K-5K,大专,全职,161.36,1238.0
1238,北京奇安信科技有限公司,其它,北京,1000-9999人,Java 后台研发工程师,15K-20K,本科,全职,161.052,1239.0
1239,中泰证券股份有限公司,国企,北京,1000-9999人,北京分公司-实习生,1K以下,硕士,实习,161.024,1240.0
1240,山东省城市商业银行合作联盟有限公司,股份制企业,北京-海淀区,100-499人,风控模型专家（北京消费金融平台）,20K-40K,本科,全职,161.024,1241.0
1241,公安部第三研究所,事业单位,上海,500-999人,高级研发工程师(Java)-J,15K-20K,本科,全职,160.844,1242.0
1242,上海毅持企业管理咨询有限公司,民营,上海-黄浦区,100-499人,高级PHP工程师（高薪 急聘）,15K-30K,大专,全职,160.604,1243.0
1243,北京才秀人人科技有限公司成都分公司,民营,成都,100-499人,项目经理助理,2K-4K,大专,全职,160.0,1244.0
1244,上海音智达信息技术有限公司,民营,北京,100-499人,BI项目经理 ,15K-25K,本科,全职,160.0,1245.0
1245,长安通信科技有限责任公司,国企,广州-天河区,500-999人,系统运维工程师,6K-8K,大专,全职,160.0,1246.0
1246,上海宝优妮实业有限公司,民营,上海,100-499人,跨境电商运营,4K-8K,大专,全职,160.0,1247.0
1247,广州哆啦科技有限公司,民营,广州,,时尚买手（鞋包配饰方向）,6K-12K,本科,全职,160.0,1248.0
1248,北京小牛飞腾科技有限公司,民营,北京-朝阳区,20-99人,产品经理（可解决北京户口）,8K-12K,硕士,全职,160.0,1249.0
1249,郑州致欧网络科技有限公司,民营,郑州,100-499人,采购（家居供应链方向）,4K-8K,本科,全职,159.12,1250.0
1250,大查柜(上海)网络科技有限公司,民营,上海-浦东新区,100-499人,金融产品经理,18K-30K,本科,全职,158.0,1251.0
1251,东网科技有限公司,股份制企业,沈阳-东陵区（浑南新区）,100-499人,python工程师,8K-10K,本科,全职,156.57199,1252.0
1252,广州哆啦科技有限公司,民营,广州,,买手（家居）,6K-12K,本科,全职,156.5,1253.0
1253,博彦科技股份有限公司,上市公司,广州,10000人以上,数据库工程师 （中级）-广州-02681,10K-18K,大专,全职,156.0,1254.0
1254,三一集团,民营,北京-昌平区,10000人以上,风电-测试工程师,10K-15K,本科,全职,156.0,1255.0
1255,广州卖家宝信息技术咨询有限公司,民营,广州-天河区,20-99人,产品经理助理,4K-6K,大专,全职,156.0,1256.0
1256,广州升威信息科技有限公司,民营,广州-海珠区,100-499人,亚马逊/Amazon产品专员,4.5K-6.5K,大专,全职,156.0,1257.0
1257,深圳硕南网络有限公司,民营,杭州-下城区,,产品经理助理,6.5K-8.5K,大专,全职,156.0,1258.0
1258,四川蜀信达网络科技有限公司,,北京-大兴区,20-99人,产品经理助理,6.5K-8.5K,大专,全职,156.0,1259.0
1259,深圳市好房多网络科技有限公司,,武汉-蔡甸区,20-99人,产品经理助理,6.5K-8.5K,大专,全职,156.0,1260.0
1260,深圳市贝奈斯信息科技有限公司,民营,深圳-龙华新区,20人以下,急招Facebook优化师 广告投放 fb投手,8K-10K,大专,全职,156.0,1261.0
1261,深圳市贝奈斯信息科技有限公司,民营,深圳-龙岗区,20人以下,急招Facebook优化师 广告投放 fb投手,8K-10K,大专,全职,156.0,1262.0
1262,广州筷子信息科技有限公司,民营,上海,100-499人,研究经理/高级研究经理（消费者方向）,15K-25K,本科,全职,155.828,1263.0
1263,湖北汇智众创信息技术有限公司,民营,北京-大兴区,,产品经理助理,6.5K-8.5K,大专,全职,155.81601,1264.0
1264,上海云聚贸易发展有限公司,民营,上海,100-499人,市场经理,15K-20K,大专,全职,155.716,1265.0
1265,杭州凯发网络科技有限公司,民营,杭州,20-99人,python人工智能,4K-8K,大专,全职,155.672,1266.0
1266,青岛伟东云教育集团有限公司,上市公司,北京-海淀区,1000-9999人,职业教育院校部销售经理,10K-15K,大专,全职,155.5,1267.0
1267,百润(中国)有限公司深圳分公司,合资,深圳-南山区,100-499人,产品专员/助理,6K-8K,大专,全职,154.668,1268.0
1268,深圳市潮流电子商务有限公司,民营,深圳-龙华新区,100-499人,产品经理,8K-14K,大专,全职,154.432,1269.0
1269,北京永庆嘉成贸易发展有限公司,民营,北京,20-99人,京东pop运营店长,7K-14K,大专,全职,154.332,1270.0
1270,深圳市镭神智能系统有限公司,民营,深圳-宝安区,100-499人,SLAM算法/机器人算法工程师,10K-20K,本科,全职,154.036,1271.0
1271,深圳市贝奈斯信息科技有限公司,民营,深圳,20人以下,跨境电商 facebook,8K-10K,大专,全职,153.76,1272.0
1272,北京四维图新科技股份有限公司,上市公司,北京,1000-9999人,项目经理-XMG2 00150,15K-20K,不限,全职,153.716,1273.0
1273,广东长隆集团有限公司,民营,广州-番禺区,1000-9999人,招聘总监,30K-45K,本科,全职,153.716,1274.0
1274,杭州擎码科技有限公司,民营,杭州,20-99人,python/带薪实习,4K-6K,不限,全职,153.64801,1275.0
1275,特步（中国）有限公司,上市公司,厦门,1000-9999人,服装产品企划专员,6K-8K,本科,全职,153.6,1276.0
1276,佛山市慧智达科技有限公司,民营,广州-番禺区,,产品经理助理,6.5K-8.5K,大专,全职,153.396,1277.0
1277,苏州乐精灵信息科技有限公司郑州分公司,合资,郑州,20-99人,行政助理,2K-3K,中专,全职,153.36,1278.0
1278,广州思杰电子商务有限公司,民营,广州,20-99人,唯品会运营助理/专员,3.5K-5K,大专,全职,153.36,1279.0
1279,九芝堂股份有限公司,股份制企业,北京,1000-9999人,医疗运营经理,12K-16K,本科,全职,152.64,1280.0
1280,广州哆啦科技有限公司,民营,广州,,时尚买手（母婴）,6K-12K,本科,全职,152.64,1281.0
1281,南京帝基生物科技有限公司,外商独资,南京,20-99人,LIMS主管,10K-15K,本科,全职,152.56,1282.0
1282,文思海辉技术有限公司 Pactera Technology International Limited,外商独资,成都,10000人以上,BI工程师,薪资面议,大专,全职,152.16,1283.0
1283,广州乔莎服饰有限公司,民营,广州,1000-9999人,买手（外贸女装）,5K-10K,大专,全职,152.0,1284.0
1284,瑞德尔建筑科技(上海)有限公司,外商独资,上海,100-499人,市场执行,5K-8K,本科,全职,152.0,1285.0
1285,新流大数据科技(苏州)有限公司,民营,上海-长宁区,20-99人,产品经理,15K-25K,本科,全职,152.0,1286.0
1286,深圳市天软科技开发有限公司,民营,北京,20-99人,金融建模(欢迎应届生）,4K-6K,本科,全职,152.0,1287.0
1287,湖南创能新材料科技有限公司,民营,长沙-开福区,20-99人,产品/食品研发工程师/经理/助理---5,5K-10K,大专,全职,152.0,1288.0
1288,深圳市贝奈斯信息科技有限公司,民营,深圳-福田区,20人以下,急招Facebook优化师 广告投放 fb投手,8K-10K,大专,全职,152.0,1289.0
1289,深圳茂业(集团)股份有限公司,上市公司,无锡-南长区,500-999人,租务专员,5K-8K,大专,全职,151.528,1290.0
1290,哈尔滨中泰鼎信科技有限公司,民营,合肥,20-99人,java开发工程师,6K-8K,本科,全职,151.144,1291.0
1291,成都语林论道商务信息咨询有限公司,民营,成都-青羊区,100-499人,产品经理助理,6.5K-8.5K,大专,全职,150.96,1292.0
1292,湖北尊而光律师事务所,民营,武汉,100-499人,产品经理实习生,2K-4K,本科,实习,150.8,1293.0
1293,广州米速信息科技有限公司,民营,广州,100-499人,买手,6K-8K,大专,全职,150.552,1294.0
1294,北京汉能光伏投资有限公司,上市公司,北京,10000人以上,web前端研发高级工程师(023971),15K-20K,本科,全职,150.528,1295.0
1295,江西青峰药业有限公司,民营,深圳,500-999人,新媒体经理,10K-15K,本科,全职,150.5,1296.0
1296,北京外企市场营销顾问有限公司,国企,成都,100-499人,三星手机督导销售代表,4K-6K,大专,全职,150.352,1297.0
1297,体娱(北京)文化传媒股份有限公司,上市公司,北京,100-499人,媒介经理,10K-15K,本科,全职,150.076,1298.0
1298,广州裕申电子科技有限公司,民营,广州,20-99人,数据运营专员,5K-7K,大专,全职,149.716,1299.0
1299,武汉阿公阿妈餐饮服务有限公司,合资,武汉,100-499人,采购经理,12K-15K,大专,全职,149.68,1300.0
1300,广东中联兴环保科技有限公司,合资,西宁,20-99人,高级销售经理/商务经理（青海周边区域）,8K-10K,大专,全职,149.576,1301.0
1301,之然国际文化发展(北京)有限责任公司,民营,北京,100-499人,品牌总监,15K-20K,本科,全职,149.464,1302.0
1302,北京吉因加科技有限公司,民营,北京-昌平区,100-499人,生物信息研发工程师（软件方向）,8K-15K,本科,全职,149.456,1303.0
1303,深圳市家校互联科技有限公司,民营,深圳,20-99人,高级前端工程师,10K-15K,大专,全职,149.448,1304.0
1304,厦门翔业集团有限公司,国企,厦门,10000人以上,计算机高级产品经理（万翔网商）,10K-15K,本科,全职,149.144,1305.0
1305,完美(中国)有限公司,合资,上海,1000-9999人,生物信息工程师[完美上海健康科技有限公司],6K-10K,本科,全职,149.08,1306.0
1306,北京极致控科技合伙企业(有限合伙),民营,北京,20人以下,Python开发工程师,20K-40K,硕士,全职,148.776,1307.0
1307,四川晟司科技发展有限公司,股份制企业,成都,100-499人,数据库DB工程师,4K-6K,大专,全职,148.612,1308.0
1308,北京清数科技发展有限公司,民营,北京,,大数据Web前端开发工程师（全职/实习）,15K-25K,本科,全职,148.512,1309.0
1309,中电科海洋信息技术(北京)有限公司,国企,北京,100-499人,模型算法工程师,20K-30K,本科,全职,148.512,1310.0
1310,深圳市吉哇科技有限公司,民营,深圳,20人以下,印度版“淘宝店”电商专员,6K-12K,大专,全职,148.5,1311.0
1311,中丘投资控股有限公司,民营,临沂,10000人以上,风控,4K-6K,大专,全职,148.32,1312.0
1312,江西凯峰金融服务有限公司,股份制企业,南昌,100-499人,诚招数据管理员,4K-6K,大专,全职,148.24,1313.0
1313,北京东方国信科技股份有限公司,上市公司,北京,1000-9999人,知识产权专员（GGSW1wx）,5K-10K,本科,全职,148.0,1314.0
1314,广东美格基因科技有限公司,其它,广州,20-99人,研发工程师 -原核转录组,6K-8K,本科,全职,148.0,1315.0
1315,云杉智慧新能源技术有限公司,民营,上海-闵行区,100-499人,产品经理（偏市场）,5K-10K,大专,全职,148.0,1316.0
1316,北京尔茂蒙特时装有限公司,民营,北京,100-499人,市场营销经理,10K-15K,本科,全职,148.0,1317.0
1317,深圳市城市交通规划设计研究中心有限公司,国企,深圳,500-999人,项目经理,15K-20K,本科,全职,148.0,1318.0
1318,杭州鑫闰网络科技有限公司,股份制企业,杭州,100-499人,Python人工智能,5K-7K,中专,全职,148.0,1319.0
1319,深业商业管理(深圳)有限公司,国企,深圳,100-499人,流程方案工程师,20K-30K,本科,全职,148.0,1320.0
1320,义乌市雪柔饰品有限公司,民营,金华,,产品开发,4K-5K,大专,全职,148.0,1321.0
1321,广州碧软信息科技有限公司,股份制企业,成都,500-999人,Java算法,6K-12K,不限,全职,148.0,1322.0
1322,山南远宏科技有限公司,民营,上海,100-499人,初级ETL工程师（上海）,8K-15K,本科,全职,148.0,1323.0
1323,邦邦汽车销售服务(北京)有限公司,股份制企业,北京,100-499人,BI工程师,10K-15K,大专,全职,148.0,1324.0
1324,北京腾信软创科技股份有限公司,股份制企业,北京,1000-9999人,建模及运维岗,15K-30K,硕士,全职,148.0,1325.0
1325,大查柜(上海)网络科技有限公司,民营,上海-浦东新区,100-499人,产品经理（金融方向）,18K-30K,本科,全职,148.0,1326.0
