,Unnamed: 0,No,company_name,company_type,company_loc,company_size,job_name,work_exp,job_welfare,job_salary,edu_level,emp_type,company_score,low_salary,high_salary,avg_salary,company_city
0,0,1,南京东软睿道信息技术有限公司,上市公司,南京,10000人以上,东软JAVA开发工程师（初级）,不限,"五险一金,绩效奖金,交通补助,带薪年假,弹性工作,补充医疗保险,定期体检,高温补贴",6K-8K,大专,全职,665.26013,6000.0,8000.0,7000.0,南京
1,1,2,深圳市快鸽互联网科技有限公司,民营,深圳-南山区,100-499人,高级JAVA开发工程师,3-5年,"J2EE,数据库,MySQL,zookeeper,MongoDB,docker,五险一金,绩效奖金,带薪年假,员工旅游,全勤奖,补充医疗保险,项目奖金,周末双休",15K-25K,大专,全职,659.3659700000001,15000.0,25000.0,20000.0,深圳
2,2,3,PPmoney万惠集团,上市公司,上海-浦东新区,1000-9999人,资深java开发工程师,5-10年,"Java,五险一金,周末双休",20K-30K,本科,全职,658.7439999999999,20000.0,30000.0,25000.0,上海
3,3,4,上海鸿冠信息科技股份有限公司济南开发中心,民营,济南-高新区,100-499人,Java高级开发工程师,5-10年,"五险一金,绩效奖金,加班补助,带薪年假,补充医疗保险,定期体检,节日福利",12K-16K,大专,全职,657.61993,12000.0,16000.0,14000.0,济南
4,4,5,深圳市深蓝信息科技开发有限公司,民营,深圳,20-99人,Java前端开发工程师,不限,"五险一金,房补,带薪年假,员工旅游,节日福利,加班补助,年底双薪,周末双休",4K-8K,本科,全职,653.3685,4000.0,8000.0,6000.0,深圳
5,5,6,金蝶软件（中国）有限公司,上市公司,深圳,1000-9999人,java开发（集成云）,3-5年,"节日福利,五险一金,年底双薪,绩效奖金,定期体检,员工旅游,14薪,弹性工作",10K-15K,本科,全职,652.22546,10000.0,15000.0,12500.0,深圳
6,6,7,西安云智创软件开发有限公司,国企,西安,20人以下,初级Java开发工程师/Java实习生,不限,"节日福利,五险一金,周末双休,年底双薪,绩效奖金,加班补助,带薪年假,餐补",4K-6K,本科,全职,650.7308,4000.0,6000.0,5000.0,西安
7,7,8,天津银海环球信息技术有限公司,股份制企业,天津,20-99人,java开发工程师,1-3年,"五险一金,年底双薪,带薪年假,员工旅游,高温补贴,绩效奖金,节日福利,采暖补贴",6K-10K,本科,全职,650.6793,6000.0,10000.0,8000.0,天津
8,8,9,南昌诺奥文化传播有限责任公司,民营,南昌,100-499人,Java开发工程师（双休+项目奖金）,不限,"五险一金,年底双薪,绩效奖金,加班补助,餐补,带薪年假,员工旅游,节日福利",5.5K-10K,大专,全职,650.0642,5500.0,10000.0,7750.0,南昌
9,9,10,西安软慧软件开发有限公司,国企,西安-长安区,100-499人,Java开发工程师,无经验,"五险一金,年底双薪,加班补助,全勤奖,弹性工作,免费班车,员工旅游,节日福利",4K-6K,大专,全职,646.11743,4000.0,6000.0,5000.0,西安
10,10,11,北京润斯顿教育科技有限公司,事业单位,北京,500-999人,java开发工程师定岗实习生,不限,"五险一金,年底双薪,包住,带薪年假",8K-10K,大专,全职,643.61786,8000.0,10000.0,9000.0,北京
11,11,12,迈思诚(大连)信息技术有限公司,民营,大连-高新园区,20人以下,SAP ABAP开发顾问 JAVA可转,1-3年,"无试用期,五险一金,绩效奖金",4K-6K,大专,全职,642.76904,4000.0,6000.0,5000.0,大连
12,12,13,北京沐屿科技发展有限公司,股份制企业,北京,1000-9999人,Java开发工程师,3-5年,"Java,五险一金,绩效奖金,带薪年假,补充医疗保险,节日福利",15K-20K,本科,全职,641.4565,15000.0,20000.0,17500.0,北京
13,13,14,福州中宏立达信息技术有限公司,其它,福州,20-99人,JAVA开发实习生（实习待遇1.5-3k）,无经验,"周末双休,年底双薪,五险一金,绩效奖金,全勤奖,带薪年假,节日福利,员工旅游",1.5K-3K,本科,实习,641.21606,1500.0,3000.0,2250.0,福州
14,14,15,广州仲昌一科信息科技有限公司,民营,广州-越秀区,100-499人,JAVA开发工程师,3-5年,"五险一金,绩效奖金,加班补助,带薪年假,节日福利",8K-10K,大专,全职,639.89044,8000.0,10000.0,9000.0,广州
15,15,16,北京润斯顿教育科技有限公司,事业单位,北京-海淀区,500-999人,java开发初级工程师,不限,"住房补贴,五险一金,年底双薪,全勤奖,带薪年假,员工旅游,包住",5.9K-11.9K,大专,全职,638.9825400000001,5900.0,11900.0,8900.0,北京
16,16,17,广州仲昌一科信息科技有限公司,民营,佛山-南海区,100-499人,Java开发工程师,1-3年,"五险一金,带薪年假,定期体检,节日福利,加班补助",6K-8K,大专,全职,638.57825,6000.0,8000.0,7000.0,佛山
17,17,18,北京润斯顿教育科技有限公司,事业单位,成都,500-999人,java开发工程师定岗实习生,不限,"五险一金,年底双薪,包住,带薪年假",8K-10K,大专,全职,636.86975,8000.0,10000.0,9000.0,成都
18,18,19,北京中交兴路信息科技有限公司,股份制企业,北京-海淀区,500-999人,高级java开发工程师,5-10年,"Java,MySQL,节日福利,五险一金,餐补,带薪年假,补充医疗保险,定期体检,免费班车,健身俱乐部",20K-30K,本科,全职,635.987,20000.0,30000.0,25000.0,北京
19,19,20,深圳极联信息技术股份有限公司,民营,深圳-南山区,100-499人,中级java开发工程师,1-3年,"Java,springmvc,后端开发,springboot,springcloud,五险一金,全勤奖,交通补助,通讯补助,弹性工作,定期体检,员工旅游,节日福利",7K-12K,大专,全职,634.8025,7000.0,12000.0,9500.0,深圳
20,20,21,北京润斯顿教育科技有限公司,事业单位,成都-青羊区,500-999人,java开发初级工程师,不限,"住房补贴,五险一金,年底双薪,全勤奖,带薪年假,员工旅游,包住",5.9K-11.9K,大专,全职,634.7569599999999,5900.0,11900.0,8900.0,成都
21,21,22,北京润斯顿教育科技有限公司,事业单位,苏州,500-999人,java开发工程师定岗实习生,不限,"五险一金,年底双薪,包住,带薪年假",8K-10K,大专,全职,634.4847,8000.0,10000.0,9000.0,苏州
22,22,23,北京寓客资产管理有限公司,民营,北京,1000-9999人,java开发工程师,3-5年,"五险一金,绩效奖金,周末双休,带薪年假,节日福利,不加班",15K-20K,本科,全职,634.0017,15000.0,20000.0,17500.0,北京
23,23,24,北京润斯顿教育科技有限公司,事业单位,南京,500-999人,java开发工程师定岗实习生,不限,"五险一金,年底双薪,包住,带薪年假",8K-10K,大专,全职,633.6739,8000.0,10000.0,9000.0,南京
24,24,25,苏州学码思企业管理合伙企业(有限合伙),股份制企业,苏州,100-499人,年终奖金+Java软件开发工程师/Java程序员,不限,"五险一金,年底双薪,绩效奖金,包住,交通补助,员工旅游,节日福利,不加班",6K-8K,大专,全职,633.372,6000.0,8000.0,7000.0,苏州
25,25,26,厦门亿合恒拓信息科技有限公司,股份制企业,厦门-思明区,20-99人,中高级JAVA开发工程师,1-3年,"数据库,Java,JS,五险一金,年底双薪,弹性工作",7K-10K,大专,全职,631.9503,7000.0,10000.0,8500.0,厦门
26,26,27,北京润斯顿教育科技有限公司,事业单位,贵阳,500-999人,java开发工程师定岗实习生,不限,"五险一金,年底双薪,包住,带薪年假",8K-10K,大专,全职,631.6739,8000.0,10000.0,9000.0,贵阳
27,27,28,北京润斯顿教育科技有限公司,事业单位,深圳-罗湖区,500-999人,java开发初级工程师,不限,"住房补贴,五险一金,年底双薪,全勤奖,带薪年假,员工旅游,包住",5.9K-11.9K,大专,全职,631.39,5900.0,11900.0,8900.0,深圳
28,28,29,北京润斯顿教育科技有限公司,事业单位,广州,500-999人,java开发工程师定岗实习生,不限,"五险一金,年底双薪,包住,带薪年假",8K-10K,大专,全职,631.3126,8000.0,10000.0,9000.0,广州
29,29,30,北京润斯顿教育科技有限公司,事业单位,昆明,500-999人,java开发工程师定岗实习生,不限,"五险一金,年底双薪,包住,带薪年假",8K-10K,大专,全职,631.2929,8000.0,10000.0,9000.0,昆明
30,30,31,北京润斯顿教育科技有限公司,事业单位,武汉,500-999人,java开发工程师定岗实习生,不限,"五险一金,年底双薪,包住,带薪年假",8K-10K,大专,全职,631.2458,8000.0,10000.0,9000.0,武汉
31,31,32,北京润斯顿教育科技有限公司,事业单位,西安,500-999人,java开发工程师定岗实习生,不限,"五险一金,年底双薪,包住,带薪年假",8K-10K,大专,全职,631.2329,8000.0,10000.0,9000.0,西安
32,32,33,北京润斯顿教育科技有限公司,事业单位,济南,500-999人,java开发工程师定岗实习生,不限,"五险一金,年底双薪,包住,带薪年假",8K-10K,大专,全职,630.8167,8000.0,10000.0,9000.0,济南
33,33,34,北京软信天成科技有限公司,民营,长春,20-99人,java开发工程师,1-3年,"不加班,五险一金,周末双休,定期体检,带薪年假,定期团建",6K-8K,大专,全职,630.6563,6000.0,8000.0,7000.0,长春
34,34,35,北京润斯顿教育科技有限公司,事业单位,合肥,500-999人,java开发工程师定岗实习生,不限,"五险一金,年底双薪,包住,带薪年假",8K-10K,大专,全职,629.9897,8000.0,10000.0,9000.0,合肥
35,35,36,吉林省聚点科技有限公司,民营,长春,20-99人,java开发工程师,1-3年,,8K-10K,不限,全职,629.88257,8000.0,10000.0,9000.0,长春
36,36,37,北京润斯顿教育科技有限公司,事业单位,深圳,500-999人,java开发工程师定岗实习生,不限,"五险一金,年底双薪,包住,带薪年假",8K-10K,大专,全职,629.7154,8000.0,10000.0,9000.0,深圳
37,37,38,上海沃锐商务咨询中心(有限合伙),民营,上海-闵行区,500-999人,资深JAVA微服务开发工程师+15薪+各种补贴,5-10年,"住房补贴,五险一金,加班补助,包住,交通补助,餐补,通讯补助,带薪年假",15K-25K,本科,全职,629.27484,15000.0,25000.0,20000.0,上海
38,38,39,常州极客营信息科技有限公司,民营,常州,100-499人,java开发实习生/助理,不限,"周末双休,五险一金,年底双薪,绩效奖金,节日福利,带薪年假,弹性工作,通讯补助",6K-8K,大专,全职,629.18445,6000.0,8000.0,7000.0,常州
39,39,40,北京润斯顿教育科技有限公司,事业单位,南京-玄武区,500-999人,java开发初级工程师,不限,"住房补贴,五险一金,年底双薪,全勤奖,带薪年假,员工旅游,包住",5.9K-11.9K,大专,全职,629.143,5900.0,11900.0,8900.0,南京
40,40,41,北京润斯顿教育科技有限公司,事业单位,武汉-武昌区,500-999人,java开发初级工程师,不限,"住房补贴,五险一金,年底双薪,全勤奖,带薪年假,员工旅游,包住",5.9K-11.9K,大专,全职,629.0418,5900.0,11900.0,8900.0,武汉
41,41,42,北京润斯顿教育科技有限公司,事业单位,苏州-吴中区,500-999人,java开发初级工程师,不限,"住房补贴,五险一金,年底双薪,全勤奖,带薪年假,员工旅游,包住",5.9K-11.9K,大专,全职,628.99054,5900.0,11900.0,8900.0,苏州
42,42,43,北京润斯顿教育科技有限公司,事业单位,太原,500-999人,java开发工程师定岗实习生,不限,"五险一金,年底双薪,包住,带薪年假",8K-10K,大专,全职,628.89124,8000.0,10000.0,9000.0,太原
43,43,44,北京润斯顿教育科技有限公司,事业单位,重庆,500-999人,java开发工程师定岗实习生,不限,"五险一金,年底双薪,包住,带薪年假",8K-10K,大专,全职,628.6739,8000.0,10000.0,9000.0,重庆
44,44,45,北京润斯顿教育科技有限公司,事业单位,杭州,500-999人,java开发工程师定岗实习生,不限,"五险一金,年底双薪,包住,带薪年假",8K-10K,大专,全职,628.5718400000001,8000.0,10000.0,9000.0,杭州
45,45,46,北京润斯顿教育科技有限公司,事业单位,合肥-高新区,500-999人,java开发初级工程师,不限,"住房补贴,五险一金,年底双薪,全勤奖,带薪年假,员工旅游,包住",5.9K-11.9K,大专,全职,628.2315,5900.0,11900.0,8900.0,合肥
46,46,47,北京润斯顿教育科技有限公司,事业单位,长沙,500-999人,java开发工程师定岗实习生,不限,"五险一金,年底双薪,包住,带薪年假",8K-10K,大专,全职,628.01495,8000.0,10000.0,9000.0,长沙
47,47,48,北京润斯顿教育科技有限公司,事业单位,广州-越秀区,500-999人,java开发初级工程师,不限,"住房补贴,五险一金,年底双薪,全勤奖,带薪年假,员工旅游,包住",5.9K-11.9K,大专,全职,628.00433,5900.0,11900.0,8900.0,广州
48,48,49,北京润斯顿教育科技有限公司,事业单位,石家庄,500-999人,java开发工程师定岗实习生,不限,"五险一金,年底双薪,包住,带薪年假",8K-10K,大专,全职,627.8844,8000.0,10000.0,9000.0,石家庄
49,49,50,北京润斯顿教育科技有限公司,事业单位,兰州-城关区,500-999人,java开发初级工程师,不限,"住房补贴,五险一金,年底双薪,全勤奖,带薪年假,员工旅游,包住",5.9K-11.9K,大专,全职,627.6564,5900.0,11900.0,8900.0,兰州
50,50,51,北京润斯顿教育科技有限公司,事业单位,哈尔滨,500-999人,java开发工程师定岗实习生,不限,"五险一金,年底双薪,包住,带薪年假",8K-10K,大专,全职,627.4834,8000.0,10000.0,9000.0,哈尔滨
51,51,52,北京润斯顿教育科技有限公司,事业单位,福州,500-999人,java开发工程师定岗实习生,不限,"五险一金,年底双薪,包住,带薪年假",8K-10K,大专,全职,627.22943,8000.0,10000.0,9000.0,福州
52,52,53,北京润斯顿教育科技有限公司,事业单位,天津,500-999人,java开发工程师定岗实习生,不限,"五险一金,年底双薪,包住,带薪年假",8K-10K,大专,全职,626.8738400000001,8000.0,10000.0,9000.0,天津
53,53,54,北京润斯顿教育科技有限公司,事业单位,西安-雁塔区,500-999人,java开发初级工程师,不限,"住房补贴,五险一金,年底双薪,全勤奖,带薪年假,员工旅游,包住",5.9K-11.9K,大专,全职,626.8547,5900.0,11900.0,8900.0,西安
54,54,55,北京润斯顿教育科技有限公司,事业单位,郑州,500-999人,java开发工程师定岗实习生,不限,"五险一金,年底双薪,包住,带薪年假",8K-10K,大专,全职,626.46454,8000.0,10000.0,9000.0,郑州
55,55,56,北京润斯顿教育科技有限公司,事业单位,哈尔滨-道里区,500-999人,java开发初级工程师,不限,"住房补贴,五险一金,年底双薪,全勤奖,带薪年假,员工旅游,包住",5.9K-11.9K,大专,全职,626.4408,5900.0,11900.0,8900.0,哈尔滨
56,56,57,无锡点春科技股份有限公司,股份制企业,无锡,20-99人,Java服务器后台开发工程师,3-5年,"创业公司,五险一金,年底双薪,餐补,带薪年假,员工旅游",7K-12K,本科,全职,626.1784,7000.0,12000.0,9500.0,无锡
57,57,58,北京润斯顿教育科技有限公司,事业单位,郑州-金水区,500-999人,java开发初级工程师,不限,"住房补贴,五险一金,年底双薪,全勤奖,带薪年假,员工旅游,包住",5.9K-11.9K,大专,全职,626.0243,5900.0,11900.0,8900.0,郑州
58,58,59,北京润斯顿教育科技有限公司,事业单位,杭州,500-999人,java开发初级工程师,不限,"住房补贴,五险一金,年底双薪,全勤奖,带薪年假,员工旅游,包住",5.9K-11.9K,大专,全职,625.9863,5900.0,11900.0,8900.0,杭州
59,59,60,北京润斯顿教育科技有限公司,事业单位,贵阳-云岩区,500-999人,java开发初级工程师,不限,"住房补贴,五险一金,年底双薪,全勤奖,带薪年假,员工旅游,包住",5.9K-11.9K,大专,全职,625.89813,5900.0,11900.0,8900.0,贵阳
60,60,61,北京润斯顿教育科技有限公司,事业单位,重庆-南岸区,500-999人,java开发初级工程师,不限,"住房补贴,五险一金,年底双薪,全勤奖,带薪年假,员工旅游,包住",5.9K-11.9K,大专,全职,625.8861,5900.0,11900.0,8900.0,重庆
61,61,62,北京润斯顿教育科技有限公司,事业单位,厦门,500-999人,java开发工程师定岗实习生,不限,"五险一金,年底双薪,包住,带薪年假",8K-10K,大专,全职,625.6739,8000.0,10000.0,9000.0,厦门
62,62,63,北京润斯顿教育科技有限公司,事业单位,南昌,500-999人,java开发工程师定岗实习生,不限,"五险一金,年底双薪,包住,带薪年假",8K-10K,大专,全职,625.5786,8000.0,10000.0,9000.0,南昌
63,63,64,北京润斯顿教育科技有限公司,事业单位,昆明-五华区,500-999人,java开发初级工程师,不限,"住房补贴,五险一金,年底双薪,全勤奖,带薪年假,员工旅游,包住",5.9K-11.9K,大专,全职,625.50256,5900.0,11900.0,8900.0,昆明
64,64,65,北京润斯顿教育科技有限公司,事业单位,沈阳-沈河区,500-999人,java开发初级工程师,不限,"住房补贴,五险一金,年底双薪,全勤奖,带薪年假,员工旅游,包住",5.9K-11.9K,大专,全职,625.50256,5900.0,11900.0,8900.0,沈阳
65,65,66,北京润斯顿教育科技有限公司,事业单位,宁波,500-999人,java开发工程师定岗实习生,不限,"五险一金,年底双薪,包住,带薪年假",8K-10K,大专,全职,625.49207,8000.0,10000.0,9000.0,宁波
66,66,67,北京润斯顿教育科技有限公司,事业单位,宁波-高新区,500-999人,java开发初级工程师,不限,"住房补贴,五险一金,年底双薪,全勤奖,带薪年假,员工旅游,包住",5.9K-11.9K,大专,全职,625.3121,5900.0,11900.0,8900.0,宁波
67,67,68,北京鸿云亚信科技有限公司,民营,北京-海淀区,20-99人,java开发工程师,1-3年,"周末双休,五险一金,节日福利,定期体检,带薪年假,加班补助,交通补助",10K-15K,本科,全职,625.25006,10000.0,15000.0,12500.0,北京
68,68,69,北京润斯顿教育科技有限公司,事业单位,青岛,500-999人,java开发工程师定岗实习生,不限,"五险一金,年底双薪,包住,带薪年假",8K-10K,大专,全职,625.2425,8000.0,10000.0,9000.0,青岛
69,69,70,北京润斯顿教育科技有限公司,事业单位,无锡,500-999人,java开发工程师定岗实习生,不限,"五险一金,年底双薪,包住,带薪年假",8K-10K,大专,全职,625.0774,8000.0,10000.0,9000.0,无锡
70,70,71,北京润斯顿教育科技有限公司,事业单位,石家庄-桥西区,500-999人,java开发初级工程师,不限,"住房补贴,五险一金,年底双薪,全勤奖,带薪年假,员工旅游,包住",5.9K-11.9K,大专,全职,624.7025,5900.0,11900.0,8900.0,石家庄
71,71,72,深圳市华大智创科技有限公司,股份制企业,深圳-南山区,500-999人,零基础Java开发学徒（提供住宿）,不限,"周末双休,五险一金,年底双薪,绩效奖金,全勤奖,弹性工作,节日福利,包住",4K-6K,大专,全职,624.6633,4000.0,6000.0,5000.0,深圳
72,72,73,北京润斯顿教育科技有限公司,事业单位,南昌-南昌经济开发区,500-999人,java开发初级工程师,不限,"住房补贴,五险一金,年底双薪,全勤奖,带薪年假,员工旅游,包住",5.9K-11.9K,大专,全职,624.4655,5900.0,11900.0,8900.0,南昌
73,73,74,北京润斯顿教育科技有限公司,事业单位,天津-河西区,500-999人,java开发初级工程师,不限,"住房补贴,五险一金,年底双薪,全勤奖,带薪年假,员工旅游,包住",5.9K-11.9K,大专,全职,624.19916,5900.0,11900.0,8900.0,天津
74,74,75,北京润斯顿教育科技有限公司,事业单位,长沙-芙蓉区,500-999人,java开发初级工程师,不限,"住房补贴,五险一金,年底双薪,全勤奖,带薪年假,员工旅游,包住",5.9K-11.9K,大专,全职,624.07135,5900.0,11900.0,8900.0,长沙
75,75,76,北京润斯顿教育科技有限公司,事业单位,呼和浩特,500-999人,java开发初级工程师,不限,"住房补贴,五险一金,年底双薪,全勤奖,带薪年假,员工旅游,包住",5.9K-11.9K,大专,全职,623.92676,5900.0,11900.0,8900.0,呼和浩特
76,76,77,北京润斯顿教育科技有限公司,事业单位,太原-迎泽区,500-999人,java开发初级工程师,不限,"住房补贴,五险一金,年底双薪,全勤奖,带薪年假,员工旅游,包住",5.9K-11.9K,大专,全职,623.90857,5900.0,11900.0,8900.0,太原
77,77,78,深圳市华大智创科技有限公司,股份制企业,深圳-南山区,500-999人,Java开发专员（包吃住+双休）,不限,"五险一金,年底双薪,绩效奖金,包吃,带薪年假,节日福利,员工旅游,包住",4K-6K,大专,全职,623.9033,4000.0,6000.0,5000.0,深圳
78,78,79,北京润斯顿教育科技有限公司,事业单位,南宁-江南区,500-999人,java开发初级工程师,不限,"住房补贴,五险一金,年底双薪,全勤奖,带薪年假,员工旅游,包住",5.9K-11.9K,大专,全职,623.8729,5900.0,11900.0,8900.0,南宁
79,79,80,北京润斯顿教育科技有限公司,事业单位,大连,500-999人,java开发工程师定岗实习生,不限,"五险一金,年底双薪,包住,带薪年假",8K-10K,大专,全职,623.6739,8000.0,10000.0,9000.0,大连
80,80,81,北京润斯顿教育科技有限公司,事业单位,沈阳,500-999人,java开发工程师定岗实习生,不限,"五险一金,年底双薪,包住,带薪年假",8K-10K,大专,全职,623.6739,8000.0,10000.0,9000.0,沈阳
81,81,82,北京润斯顿教育科技有限公司,事业单位,长春,500-999人,java开发工程师定岗实习生,不限,"五险一金,年底双薪,包住,带薪年假",8K-10K,大专,全职,623.6739,8000.0,10000.0,9000.0,长春
82,82,83,北京润斯顿教育科技有限公司,事业单位,烟台,500-999人,java开发工程师定岗实习生,不限,"五险一金,年底双薪,包住,带薪年假",8K-10K,大专,全职,623.6739,8000.0,10000.0,9000.0,烟台
83,83,84,北京润斯顿教育科技有限公司,事业单位,济南-历下区,500-999人,java开发初级工程师,不限,"住房补贴,五险一金,年底双薪,全勤奖,带薪年假,员工旅游,包住",5.9K-11.9K,大专,全职,623.2416400000001,5900.0,11900.0,8900.0,济南
84,84,85,北京润斯顿教育科技有限公司,事业单位,厦门-湖里区,500-999人,java开发初级工程师,不限,"住房补贴,五险一金,年底双薪,全勤奖,带薪年假,员工旅游,包住",5.9K-11.9K,大专,全职,623.1692,5900.0,11900.0,8900.0,厦门
85,85,86,天津中发智能科技有限公司,股份制企业,天津,100-499人,Java 开发工程师,1-3年,"五险一金,绩效奖金,采暖补贴,带薪年假,定期体检,员工旅游,高温补贴,节日福利",8K-15K,本科,全职,622.7302,8000.0,15000.0,11500.0,天津
86,86,87,沈阳东软睿道教育服务有限公司,民营,长春,1000-9999人,java软件开发实习生,不限,"周末双休,五险一金,年底双薪,绩效奖金,年终分红,带薪年假,补充医疗保险,定期体检",2K-4K,不限,全职,622.6877,2000.0,4000.0,3000.0,长春
87,87,88,北京一维大成科技有限公司,股份制企业,北京,20-99人,Java中高级开发工程师,5-10年,"五险一金,绩效奖金,交通补助,餐补,通讯补助,带薪年假,员工旅游,节日福利",15K-25K,本科,全职,622.5294,15000.0,25000.0,20000.0,北京
88,88,89,河南华创教育科技有限公司,民营,郑州,20-99人,Java开发助理（不限经验+双休五险一金）,不限,"创业公司,周末双休,五险一金,通讯补助,餐补,带薪年假,节日福利",4K-6K,不限,全职,622.4741,4000.0,6000.0,5000.0,郑州
89,89,90,南京达内为上信息技术有限公司,外商独资,南京,1000-9999人,Java开发方向程序员（实习生/助理）,不限,"五险一金,年底双薪,绩效奖金,全勤奖,包吃,包住,交通补助,带薪年假",4K-6K,中专,全职,621.544,4000.0,6000.0,5000.0,南京
90,90,91,广州华工邦元信息技术有限公司,民营,广州-萝岗区,20-99人,java开发,3-5年,"C++,五险一金,补充医疗保险,定期体检,员工旅游,高温补贴,通讯补助,年终分红,带薪年假",10K-15K,本科,全职,621.4372,10000.0,15000.0,12500.0,广州
91,91,92,北京润斯顿教育科技有限公司,事业单位,西宁,500-999人,java开发初级工程师,不限,"住房补贴,五险一金,年底双薪,全勤奖,带薪年假,员工旅游,包住",5.9K-11.9K,大专,全职,621.3513,5900.0,11900.0,8900.0,西宁
92,92,93,北京润斯顿教育科技有限公司,事业单位,青岛,500-999人,java开发初级工程师,不限,"住房补贴,五险一金,年底双薪,全勤奖,带薪年假,员工旅游,包住",5.9K-11.9K,大专,全职,621.3513,5900.0,11900.0,8900.0,青岛
93,93,94,北京润斯顿教育科技有限公司,事业单位,唐山,500-999人,java开发初级工程师,不限,"住房补贴,五险一金,年底双薪,全勤奖,带薪年假,员工旅游,包住",5.9K-11.9K,大专,全职,621.3513,5900.0,11900.0,8900.0,唐山
94,94,95,北京润斯顿教育科技有限公司,事业单位,烟台-芝罘区,500-999人,java开发初级工程师,不限,"住房补贴,五险一金,年底双薪,全勤奖,带薪年假,员工旅游,包住",5.9K-11.9K,大专,全职,621.3513,5900.0,11900.0,8900.0,烟台
95,95,96,北京润斯顿教育科技有限公司,事业单位,长春-宽城区,500-999人,java开发初级工程师,不限,"住房补贴,五险一金,年底双薪,全勤奖,带薪年假,员工旅游,包住",5.9K-11.9K,大专,全职,621.3513,5900.0,11900.0,8900.0,长春
96,96,97,北京酷贝金服信息技术有限公司,民营,北京,100-499人,java开发工程师(J10257),3-5年,"五险一金,餐补,定期体检,带薪年假,绩效奖金",10K-15K,本科,全职,620.8848,10000.0,15000.0,12500.0,北京
97,97,98,合众人寿保险股份有限公司,股份制企业,北京,1000-9999人,java开发工程师,3-5年,"五险一金,年终分红,定期体检,高温补贴,节日福利",10K-15K,本科,全职,620.73535,10000.0,15000.0,12500.0,北京
98,98,99,大连出门在外科技有限公司,民营,大连-中山区,20-99人,Java高级开发工程师,3-5年,"创业公司,五险一金,年底双薪,全勤奖,员工旅游,年终分红,每年多次调薪,绩效奖金",8K-15K,大专,全职,620.49585,8000.0,15000.0,11500.0,大连
99,99,100,高伟达软件股份有限公司,外商独资,北京,1000-9999人,中、高级JAVA开发工程师（北京）,3-5年,"五险一金,周末双休,补充医疗保险,定期体检",13K-25K,大专,全职,620.0571,13000.0,25000.0,19000.0,北京
100,100,101,春秋航空股份有限公司,上市公司,重庆,1000-9999人,JAVA开发工程师(春之翼),3-5年,,6K-12K,大专,全职,620.0,6000.0,12000.0,9000.0,重庆
101,101,102,天津卓信软件开发有限公司,合资,天津-南开区,20-99人,JAVA软件开发工程师（金融）,不限,"五险一金,年终分红,餐补,带薪年假,节日福利",4K-6K,不限,全职,619.9856599999999,4000.0,6000.0,5000.0,天津
102,102,103,南京诚创财务咨询有限公司,民营,南京,100-499人,java开发,1-3年,"JS,Java,每年多次调薪,绩效奖金,五险一金,周末双休,带薪年假,年终分红,股票期权,出国游",8K-15K,本科,全职,619.8446,8000.0,15000.0,11500.0,南京
103,103,104,沈阳韩邦软件开发有限公司,外商独资,沈阳,20-99人,Java开发工程师,3-5年,"五险一金,交通补助,节日福利,带薪年假,每年多次调薪,年终分红,房补,员工旅游",8K-10K,大专,全职,619.6445,8000.0,10000.0,9000.0,沈阳
104,104,105,深圳巴伦如梭网络有限公司,民营,深圳,20-99人,JAVA高级开发工程师,5-10年,"绩效奖金,带薪年假,年终分红,周末双休,创业公司",15K-25K,本科,全职,619.556,15000.0,25000.0,20000.0,深圳
105,105,106,山东恒宇电子有限公司,民营,济南-历下区,100-499人,java软件开发工程师,1-3年,"五险一金,绩效奖金,包吃",4K-6K,大专,全职,619.384,4000.0,6000.0,5000.0,济南
106,106,107,西安东华软件有限公司,民营,西安,100-499人,java开发工程师实习,1年以下,五险一金,4K-6K,本科,全职,618.732,4000.0,6000.0,5000.0,西安
107,107,108,瞳孔(北京)科技有限责任公司,民营,北京,20-99人,Java开发工程师,不限,"五险一金,年底双薪",10K-15K,不限,全职,618.7206,10000.0,15000.0,12500.0,北京
108,108,109,沈阳韩邦软件开发有限公司,外商独资,沈阳,20-99人,java开发工程师,1-3年,"五险一金,加班补助,包住,交通补助,员工旅游,节日福利",6K-8K,大专,全职,617.89355,6000.0,8000.0,7000.0,沈阳
109,109,110,沈阳韩邦软件开发有限公司,外商独资,沈阳,20-99人,Java开发工程师,5-10年,"无试用期,五险一金,加班补助,交通补助,餐补,弹性工作,员工旅游,节日福利",10K-15K,大专,全职,617.7507,10000.0,15000.0,12500.0,沈阳
110,110,111,郑州锦航信息技术有限公司,股份制企业,郑州,100-499人,互联网java软件开发助理,不限,"节日福利,不加班,周末双休,五险一金,包吃,包住,带薪年假,员工旅游",4K-6K,大专,全职,617.6135,4000.0,6000.0,5000.0,郑州
111,111,112,北京创新数智科技有限公司,民营,北京,20-99人,高级java开发工程师,5-10年,"五险一金,绩效奖金,带薪年假,弹性工作",15K-25K,本科,全职,617.5577400000001,15000.0,25000.0,20000.0,北京
112,112,113,广州华工邦元信息技术有限公司,民营,广州,20-99人,高级java开发工程师,3-5年,"Java,五险一金,补充医疗保险,定期体检,员工旅游,高温补贴,通讯补助,年终分红,带薪年假",15K-20K,本科,全职,617.4308,15000.0,20000.0,17500.0,广州
